source,target,weight,edge_type,product_id,supplier,product_name,effective_unit_cost,reference_unit_cost,savings_per_unit,savings_pct,capacity_units,supplier_capacity,purchase_lines,last_purchase
OPTION:5075:GENPLAST S A C,SINK:5075,0.0,finish_product,5075,GENPLAST S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5076,0.0,start_product,5076,,,,,,,,,,
PRODUCT:5076,OPTION:5076:GENPLAST S A C,0.0,at_or_above_reference,5076,GENPLAST S.A.C.,POTE PLASTICO BLANCO 250GR CON TAPA,0.708,0.708,0.0,0.0,500.0,9200.0,1.0,2025-04-14
OPTION:5076:GENPLAST S A C,SINK:5076,0.0,finish_product,5076,GENPLAST S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5077,0.0,start_product,5077,,,,,,,,,,
PRODUCT:5077,OPTION:5077:GENPLAST S A C,-0.064,historical_saving,5077,GENPLAST S.A.C.,GOTERO PLASTICO X 10ML NATURAL S/P B15MM C/TAPA Y TAPON,0.236,0.3,0.064,0.213333,500.0,9200.0,1.0,2025-04-14
OPTION:5077:GENPLAST S A C,SINK:5077,0.0,finish_product,5077,GENPLAST S.A.C.,,,,,,,,,
PRODUCT:5077,OPTION:5077:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5077,COMERCIAL FERRETERA SARASARA S.A.C.,GOTERO PLASTICO X 10ML NATURAL S/P B15MM C/TAPA Y TAPON,0.3,0.3,0.0,0.0,100.0,4424.0,1.0,2025-12-27
OPTION:5077:COMERCIAL FERRETERA SARASARA S A C,SINK:5077,0.0,finish_product,5077,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
PRODUCT:5077,OPTION:5077:ENVIPLAST E I R L,0.0,at_or_above_reference,5077,ENVIPLAST E.I.R.L.,GOTERO PLASTICO X 10ML NATURAL S/P B15MM C/TAPA Y TAPON,0.3,0.3,0.0,0.0,100.0,2050.0,1.0,2025-09-01
OPTION:5077:ENVIPLAST E I R L,SINK:5077,0.0,finish_product,5077,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5078,0.0,start_product,5078,,,,,,,,,,
PRODUCT:5078,OPTION:5078:GENPLAST S A C,-0.0438,historical_saving,5078,GENPLAST S.A.C.,GOTERO PLASTICO 7ML NATURAL S/P B15MM C/TAPA Y TAPON,0.2124,0.2562,0.0438,0.17096,500.0,9200.0,1.0,2025-04-14
OPTION:5078:GENPLAST S A C,SINK:5078,0.0,finish_product,5078,GENPLAST S.A.C.,,,,,,,,,
PRODUCT:5078,OPTION:5078:ENVIPLAST E I R L,0.0438,at_or_above_reference,5078,ENVIPLAST E.I.R.L.,moradoGOTERO PLASTICO 7ML NATURAL S/P B15MM C/TAPA Y TAPON,0.3,0.2562,-0.0438,-0.17096,100.0,2050.0,2.0,2025-09-01
OPTION:5078:ENVIPLAST E I R L,SINK:5078,0.0,finish_product,5078,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5079,0.0,start_product,5079,,,,,,,,,,
PRODUCT:5079,OPTION:5079:GENPLAST S A C,-0.005,historical_saving,5079,GENPLAST S.A.C.,GOTERO PLASTICO 60ML NATURAL S/P B18MM C/TAPA Y TAPON,0.59,0.595,0.005,0.008403,500.0,9200.0,1.0,2025-04-14
OPTION:5079:GENPLAST S A C,SINK:5079,0.0,finish_product,5079,GENPLAST S.A.C.,,,,,,,,,
PRODUCT:5079,OPTION:5079:VIPLASTIC S A C,0.005,at_or_above_reference,5079,VIPLASTIC S.A.C.,GOTERO PLASTICO 60ML NATURAL S/P B18MM C/TAPA Y TAPON,0.6,0.595,-0.005,-0.008403,50.0,250.0,1.0,2026-04-14
OPTION:5079:VIPLASTIC S A C,SINK:5079,0.0,finish_product,5079,VIPLASTIC S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5080,0.0,start_product,5080,,,,,,,,,,
PRODUCT:5080,OPTION:5080:GENPLAST S A C,0.0,at_or_above_reference,5080,GENPLAST S.A.C.,GOTERO PLASTICO 5ML NATURAL S/P C/TAPA,0.2124,0.2124,0.0,0.0,500.0,9200.0,1.0,2025-04-29
OPTION:5080:GENPLAST S A C,SINK:5080,0.0,finish_product,5080,GENPLAST S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5081,0.0,start_product,5081,,,,,,,,,,
PRODUCT:5081,OPTION:5081:GENPLAST S A C,0.0,at_or_above_reference,5081,GENPLAST S.A.C.,GOTERO PLASTICO 15ML NATURAL S/P C/TAPA,0.236,0.236,0.0,0.0,500.0,9200.0,1.0,2025-04-29
OPTION:5081:GENPLAST S A C,SINK:5081,0.0,finish_product,5081,GENPLAST S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5082,0.0,start_product,5082,,,,,,,,,,
PRODUCT:5082,OPTION:5082:GENPLAST S A C,-0.032,historical_saving,5082,GENPLAST S.A.C.,GOTERO PLASTICO 30ML NATURAL S/P C/TAPA,0.236,0.268,0.032,0.119403,500.0,9200.0,1.0,2025-04-29
OPTION:5082:GENPLAST S A C,SINK:5082,0.0,finish_product,5082,GENPLAST S.A.C.,,,,,,,,,
PRODUCT:5082,OPTION:5082:ENVIPLAST E I R L,0.032,at_or_above_reference,5082,ENVIPLAST E.I.R.L.,GOTERO PLASTICO 30ML NATURAL S/P C/TAPA,0.3,0.268,-0.032,-0.119403,100.0,2050.0,2.0,2026-03-30
OPTION:5082:ENVIPLAST E I R L,SINK:5082,0.0,finish_product,5082,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5083,0.0,start_product,5083,,,,,,,,,,
PRODUCT:5083,OPTION:5083:MATRAZ PERU E I R L,-1.286667,historical_saving,5083,MATRAZ PERU E.I.R.L.,VASO PRECIPITADO DE VIDRIO 1L (BEAKER),6.58,7.866667,1.286667,0.163559,72.0,1697.0,1.0,2026-03-04
OPTION:5083:MATRAZ PERU E I R L,SINK:5083,0.0,finish_product,5083,MATRAZ PERU E.I.R.L.,,,,,,,,,
PRODUCT:5083,OPTION:5083:IMPORTADORA ANDINA E I R L,-0.266667,historical_saving,5083,IMPORTADORA ANDINA E.I.R.L,VASO PRECIPITADO DE VIDRIO 1L (BEAKER),7.6,7.866667,0.266667,0.033898,24.0,66.0,3.0,2025-10-02
OPTION:5083:IMPORTADORA ANDINA E I R L,SINK:5083,0.0,finish_product,5083,IMPORTADORA ANDINA E.I.R.L,,,,,,,,,
PRODUCT:5083,OPTION:5083:CORPORACION PROMELAB E I R L,2.133333,at_or_above_reference,5083,CORPORACION PROMELAB E.I.R.L.,VASO PRECIPITADO DE VIDRIO 1L (BEAKER),10.0,7.866667,-2.133333,-0.271186,12.0,1250.0,6.0,2026-03-03
OPTION:5083:CORPORACION PROMELAB E I R L,SINK:5083,0.0,finish_product,5083,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5084,0.0,start_product,5084,,,,,,,,,,
PRODUCT:5084,OPTION:5084:IMPORTADORA ANDINA E I R L,-1.2,historical_saving,5084,IMPORTADORA ANDINA E.I.R.L,VASO PRECIPITADO DE VIDRIO 500 ML (BEAKER),4.8,6.0,1.2,0.2,8.0,66.0,3.0,2025-09-17
OPTION:5084:IMPORTADORA ANDINA E I R L,SINK:5084,0.0,finish_product,5084,IMPORTADORA ANDINA E.I.R.L,,,,,,,,,
PRODUCT:5084,OPTION:5084:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5084,CORPORACION PROMELAB E.I.R.L.,VASO PRECIPITADO DE VIDRIO 500 ML (BEAKER),6.0,6.0,0.0,0.0,8.0,1250.0,5.0,2025-07-22
OPTION:5084:CORPORACION PROMELAB E I R L,SINK:5084,0.0,finish_product,5084,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5085,0.0,start_product,5085,,,,,,,,,,
PRODUCT:5085,OPTION:5085:MATRAZ PERU E I R L,-0.256,historical_saving,5085,MATRAZ PERU E.I.R.L.,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,2.6,2.856,0.256,0.089636,144.0,1697.0,1.0,2025-11-29
OPTION:5085:MATRAZ PERU E I R L,SINK:5085,0.0,finish_product,5085,MATRAZ PERU E.I.R.L.,,,,,,,,,
PRODUCT:5085,OPTION:5085:IMPORTADORA ANDINA E I R L,0.0,at_or_above_reference,5085,IMPORTADORA ANDINA E.I.R.L,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,2.856,2.856,0.0,0.0,10.0,66.0,2.0,2025-09-17
OPTION:5085:IMPORTADORA ANDINA E I R L,SINK:5085,0.0,finish_product,5085,IMPORTADORA ANDINA E.I.R.L,,,,,,,,,
PRODUCT:5085,OPTION:5085:CORPORACION PROMELAB E I R L,2.14399,at_or_above_reference,5085,CORPORACION PROMELAB E.I.R.L.,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,4.99999,2.856,-2.14399,-0.750697,12.0,1250.0,5.0,2025-07-22
OPTION:5085:CORPORACION PROMELAB E I R L,SINK:5085,0.0,finish_product,5085,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5086,0.0,start_product,5086,,,,,,,,,,
PRODUCT:5086,OPTION:5086:CORPORACION PROMELAB E I R L,-5e-06,historical_saving,5086,CORPORACION PROMELAB E.I.R.L.,VASO PRECIPITADO DE VIDRIO FORMA ALTA 250 ML (BEAKER),4.99999,4.999995,5e-06,1e-06,2.0,1250.0,2.0,2025-05-14
OPTION:5086:CORPORACION PROMELAB E I R L,SINK:5086,0.0,finish_product,5086,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5087,0.0,start_product,5087,,,,,,,,,,
PRODUCT:5087,OPTION:5087:MATRAZ PERU E I R L,-0.961667,historical_saving,5087,MATRAZ PERU E.I.R.L.,VASO PRECIPITADO DE VIDRIO 100 ML (BEAKER),1.9,2.8616665,0.961667,0.336051,96.0,1697.0,3.0,2025-11-29
OPTION:5087:MATRAZ PERU E I R L,SINK:5087,0.0,finish_product,5087,MATRAZ PERU E.I.R.L.,,,,,,,,,
PRODUCT:5087,OPTION:5087:CORPORACION PROMELAB E I R L,0.138333,at_or_above_reference,5087,CORPORACION PROMELAB E.I.R.L.,VASO PRECIPITADO DE VIDRIO 100 ML (BEAKER),3.0,2.8616665,-0.138333,-0.04834,18.0,1250.0,4.0,2025-05-29
OPTION:5087:CORPORACION PROMELAB E I R L,SINK:5087,0.0,finish_product,5087,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5088,0.0,start_product,5088,,,,,,,,,,
PRODUCT:5088,OPTION:5088:MATRAZ PERU E I R L,-0.263333,historical_saving,5088,MATRAZ PERU E.I.R.L.,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),1.5,1.763333,0.263333,0.149338,192.0,1697.0,3.0,2025-11-29
OPTION:5088:MATRAZ PERU E I R L,SINK:5088,0.0,finish_product,5088,MATRAZ PERU E.I.R.L.,,,,,,,,,
PRODUCT:5088,OPTION:5088:IMPORTADORA ANDINA E I R L,-0.027333,historical_saving,5088,IMPORTADORA ANDINA E.I.R.L,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),1.736,1.763333,0.027333,0.015501,10.0,66.0,1.0,2025-09-17
OPTION:5088:IMPORTADORA ANDINA E I R L,SINK:5088,0.0,finish_product,5088,IMPORTADORA ANDINA E.I.R.L,,,,,,,,,
PRODUCT:5088,OPTION:5088:CORPORACION PROMELAB E I R L,1.236664,at_or_above_reference,5088,CORPORACION PROMELAB E.I.R.L.,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),2.999997,1.763333,-1.236664,-0.701322,10.0,1250.0,3.0,2025-05-14
OPTION:5088:CORPORACION PROMELAB E I R L,SINK:5088,0.0,finish_product,5088,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5089,0.0,start_product,5089,,,,,,,,,,
PRODUCT:5089,OPTION:5089:CORPORACION PROMELAB E I R L,-0.75,historical_saving,5089,CORPORACION PROMELAB E.I.R.L.,PROBETA DE VIDRIO GRADUADA C/PICO 10 ML,5.0,5.75,0.75,0.130435,10.0,1250.0,4.0,2025-10-15
OPTION:5089:CORPORACION PROMELAB E I R L,SINK:5089,0.0,finish_product,5089,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5090,0.0,start_product,5090,,,,,,,,,,
PRODUCT:5090,OPTION:5090:MATRAZ PERU E I R L,-1.3,historical_saving,5090,MATRAZ PERU E.I.R.L.,PROBETA DE VIDRIO GRADUADA C/PICO 50 ML G-,6.7,8.0,1.3,0.1625,100.0,1697.0,1.0,2025-11-29
OPTION:5090:MATRAZ PERU E I R L,SINK:5090,0.0,finish_product,5090,MATRAZ PERU E.I.R.L.,,,,,,,,,
PRODUCT:5090,OPTION:5090:CORPORACION PROMELAB E I R L,-1e-06,historical_saving,5090,CORPORACION PROMELAB E.I.R.L.,PROBETA DE VIDRIO GRADUADA C/PICO 50 ML G-,7.999999,8.0,1e-06,0.0,5.0,1250.0,4.0,2025-08-23
OPTION:5090:CORPORACION PROMELAB E I R L,SINK:5090,0.0,finish_product,5090,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
PRODUCT:5090,OPTION:5090:IMPORTADORA ANDINA E I R L,0.8,at_or_above_reference,5090,IMPORTADORA ANDINA E.I.R.L,PROBETA DE VIDRIO GRADUADA C/PICO 50 ML G-,8.8,8.0,-0.8,-0.1,10.0,66.0,2.0,2025-09-17
OPTION:5090:IMPORTADORA ANDINA E I R L,SINK:5090,0.0,finish_product,5090,IMPORTADORA ANDINA E.I.R.L,,,,,,,,,
SOURCE,PRODUCT:5091,0.0,start_product,5091,,,,,,,,,,
PRODUCT:5091,OPTION:5091:MATRAZ PERU E I R L,-1.48,historical_saving,5091,MATRAZ PERU E.I.R.L.,PROBETA DE VIDRIO GRADUADA C/PICO 100 ML,8.92,10.4,1.48,0.142308,30.0,1697.0,2.0,2025-10-09
OPTION:5091:MATRAZ PERU E I R L,SINK:5091,0.0,finish_product,5091,MATRAZ PERU E.I.R.L.,,,,,,,,,
PRODUCT:5091,OPTION:5091:IMPORTADORA ANDINA E I R L,0.0,at_or_above_reference,5091,IMPORTADORA ANDINA E.I.R.L,PROBETA DE VIDRIO GRADUADA C/PICO 100 ML,10.4,10.4,0.0,0.0,4.0,66.0,1.0,2025-09-17
OPTION:5091:IMPORTADORA ANDINA E I R L,SINK:5091,0.0,finish_product,5091,IMPORTADORA ANDINA E.I.R.L,,,,,,,,,
PRODUCT:5091,OPTION:5091:CORPORACION PROMELAB E I R L,2.599989,at_or_above_reference,5091,CORPORACION PROMELAB E.I.R.L.,PROBETA DE VIDRIO GRADUADA C/PICO 100 ML,12.999989,10.4,-2.599989,-0.249999,5.0,1250.0,5.0,2025-07-09
OPTION:5091:CORPORACION PROMELAB E I R L,SINK:5091,0.0,finish_product,5091,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5092,0.0,start_product,5092,,,,,,,,,,
PRODUCT:5092,OPTION:5092:CORPORACION PROMELAB E I R L,-5e-06,historical_saving,5092,CORPORACION PROMELAB E.I.R.L.,PROBETA DE PLASTICO GRADUADA 10 ML,1.999994,1.999999,5e-06,3e-06,12.0,1250.0,7.0,2026-03-19
OPTION:5092:CORPORACION PROMELAB E I R L,SINK:5092,0.0,finish_product,5092,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5093,0.0,start_product,5093,,,,,,,,,,
PRODUCT:5093,OPTION:5093:IMPORTADORA ANDINA E I R L,-0.693333,historical_saving,5093,IMPORTADORA ANDINA E.I.R.L,PROBETA DE PLASTICO GRADUADA 50 ML,2.94,3.633333,0.693333,0.190826,2.0,66.0,1.0,2025-10-03
OPTION:5093:IMPORTADORA ANDINA E I R L,SINK:5093,0.0,finish_product,5093,IMPORTADORA ANDINA E.I.R.L,,,,,,,,,
PRODUCT:5093,OPTION:5093:CORPORACION PROMELAB E I R L,-0.633333,historical_saving,5093,CORPORACION PROMELAB E.I.R.L.,PROBETA DE PLASTICO GRADUADA 50 ML,3.0,3.633333,0.633333,0.174312,38.0,1250.0,6.0,2025-10-30
OPTION:5093:CORPORACION PROMELAB E I R L,SINK:5093,0.0,finish_product,5093,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
PRODUCT:5093,OPTION:5093:ENVIPLAST E I R L,0.366667,at_or_above_reference,5093,ENVIPLAST E.I.R.L.,PROBETA DE PLASTICO GRADUADA 50 ML,4.0,3.633333,-0.366667,-0.100918,5.0,2050.0,1.0,2025-05-14
OPTION:5093:ENVIPLAST E I R L,SINK:5093,0.0,finish_product,5093,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5094,0.0,start_product,5094,,,,,,,,,,
PRODUCT:5094,OPTION:5094:CORPORACION PROMELAB E I R L,-0.5,historical_saving,5094,CORPORACION PROMELAB E.I.R.L.,PROBETA DE PLASTICO GRADUADA 100 ML,6.0,6.5,0.5,0.076923,50.0,1250.0,8.0,2026-03-04
OPTION:5094:CORPORACION PROMELAB E I R L,SINK:5094,0.0,finish_product,5094,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5095,0.0,start_product,5095,,,,,,,,,,
PRODUCT:5095,OPTION:5095:CORPORACION PROMELAB E I R L,-1.358916,historical_saving,5095,CORPORACION PROMELAB E.I.R.L.,PROBETA DE PLASTICO GRADUADA 250 ML,8.0,9.358916,1.358916,0.1452,12.0,1250.0,6.0,2026-01-12
OPTION:5095:CORPORACION PROMELAB E I R L,SINK:5095,0.0,finish_product,5095,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
PRODUCT:5095,OPTION:5095:IMPORTADORA ANDINA E I R L,0.025084,at_or_above_reference,5095,IMPORTADORA ANDINA E.I.R.L,PROBETA DE PLASTICO GRADUADA 250 ML,9.384,9.358916,-0.025084,-0.00268,10.0,66.0,2.0,2025-09-22
OPTION:5095:IMPORTADORA ANDINA E I R L,SINK:5095,0.0,finish_product,5095,IMPORTADORA ANDINA E.I.R.L,,,,,,,,,
SOURCE,PRODUCT:5096,0.0,start_product,5096,,,,,,,,,,
PRODUCT:5096,OPTION:5096:CORPORACION PROMELAB E I R L,-0.275714,historical_saving,5096,CORPORACION PROMELAB E.I.R.L.,PLACA PETRI DE PLASTICO 90*15,0.22,0.495714,0.275714,0.556196,1000.0,1250.0,7.0,2026-04-06
OPTION:5096:CORPORACION PROMELAB E I R L,SINK:5096,0.0,finish_product,5096,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
PRODUCT:5096,OPTION:5096:BIO CHEMICALSS S A C,-0.095714,historical_saving,5096,BIO CHEMICALSS S.A.C.,PLACA PETRI DE PLASTICO 90*15,0.4,0.495714,0.095714,0.193083,100.0,500.0,1.0,2025-05-29
OPTION:5096:BIO CHEMICALSS S A C,SINK:5096,0.0,finish_product,5096,BIO CHEMICALSS S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5097,0.0,start_product,5097,,,,,,,,,,
PRODUCT:5097,OPTION:5097:CORPORACION PROMELAB E I R L,-1.599999,historical_saving,5097,CORPORACION PROMELAB E.I.R.L.,BURETA DE VIDRIO GRADUADO DE 25 ML CON LLAVE DE VIDRIO,18.0,19.599999,1.599999,0.081633,2.0,1250.0,5.0,2026-04-17
OPTION:5097:CORPORACION PROMELAB E I R L,SINK:5097,0.0,finish_product,5097,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5098,0.0,start_product,5098,,,,,,,,,,
PRODUCT:5098,OPTION:5098:ENVIPLAST E I R L,0.0,at_or_above_reference,5098,ENVIPLAST E.I.R.L.,PROBADOR PLASTICO NATURAL FORMA BAJA 5ML CON TAPA ESPRAY,0.95,0.95,0.0,0.0,50.0,2050.0,2.0,2025-06-23
OPTION:5098:ENVIPLAST E I R L,SINK:5098,0.0,finish_product,5098,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5099,0.0,start_product,5099,,,,,,,,,,
PRODUCT:5099,OPTION:5099:ENVIPLAST E I R L,0.0,at_or_above_reference,5099,ENVIPLAST E.I.R.L.,PROBADOR PLASTICO 5ML ESPRAY COLORES,1.2,1.2,0.0,0.0,50.0,2050.0,4.0,2025-08-23
OPTION:5099:ENVIPLAST E I R L,SINK:5099,0.0,finish_product,5099,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5100,0.0,start_product,5100,,,,,,,,,,
PRODUCT:5100,OPTION:5100:CORPORACION PROMELAB E I R L,-1.0,historical_saving,5100,CORPORACION PROMELAB E.I.R.L.,PINZA PARA TUBO DE ENSAYO DE METAL 11.5CM,5.0,6.0,1.0,0.166667,10.0,1250.0,5.0,2026-04-16
OPTION:5100:CORPORACION PROMELAB E I R L,SINK:5100,0.0,finish_product,5100,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5101,0.0,start_product,5101,,,,,,,,,,
PRODUCT:5101,OPTION:5101:ENVIPLAST E I R L,-0.233333,historical_saving,5101,ENVIPLAST E.I.R.L.,POTE VIDRIO AMBAR IMPORTADO 250GR B45 C/TAPA,1.8,2.0333335,0.233333,0.114754,50.0,2050.0,3.0,2025-06-02
OPTION:5101:ENVIPLAST E I R L,SINK:5101,0.0,finish_product,5101,ENVIPLAST E.I.R.L.,,,,,,,,,
PRODUCT:5101,OPTION:5101:COMERCIAL FERRETERA SARASARA S A C,-0.233333,historical_saving,5101,COMERCIAL FERRETERA SARASARA S.A.C.,POTE VIDRIO AMBAR IMPORTADO 250GR B45 C/TAPA,1.8,2.0333335,0.233333,0.114754,100.0,4424.0,1.0,2026-01-01
OPTION:5101:COMERCIAL FERRETERA SARASARA S A C,SINK:5101,0.0,finish_product,5101,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5102,0.0,start_product,5102,,,,,,,,,,
PRODUCT:5102,OPTION:5102:CORPORACION PROMELAB E I R L,-7.5,historical_saving,5102,CORPORACION PROMELAB E.I.R.L.,SOPORTE UNIVERSAL C/BASE Y VARILLA PINTADA - INTEK,45.0,52.5,7.5,0.142857,1.0,1250.0,2.0,2025-11-08
OPTION:5102:CORPORACION PROMELAB E I R L,SINK:5102,0.0,finish_product,5102,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5103,0.0,start_product,5103,,,,,,,,,,
PRODUCT:5103,OPTION:5103:BIO CHEMICALSS S A C,-15.28,historical_saving,5103,BIO CHEMICALSS S.A.C.,TUBO DE ENSAYO DE VIDRIO 12*75MM (PAQ 250UND),0.064,15.344000000000001,15.28,0.995829,250.0,500.0,3.0,2026-01-21
OPTION:5103:BIO CHEMICALSS S A C,SINK:5103,0.0,finish_product,5103,BIO CHEMICALSS S.A.C.,,,,,,,,,
PRODUCT:5103,OPTION:5103:CORPORACION PROMELAB E I R L,4.656,at_or_above_reference,5103,CORPORACION PROMELAB E.I.R.L.,TUBO DE ENSAYO DE VIDRIO 12*75MM (PAQ 250UND),20.0,15.344000000000001,-4.656,-0.303441,1.0,1250.0,2.0,2025-07-31
OPTION:5103:CORPORACION PROMELAB E I R L,SINK:5103,0.0,finish_product,5103,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5104,0.0,start_product,5104,,,,,,,,,,
PRODUCT:5104,OPTION:5104:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5104,CORPORACION PROMELAB E.I.R.L.,MORTERO DE 100MM C/PILON,10.0,10.0,0.0,0.0,3.0,1250.0,5.0,2025-07-05
OPTION:5104:CORPORACION PROMELAB E I R L,SINK:5104,0.0,finish_product,5104,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5105,0.0,start_product,5105,,,,,,,,,,
PRODUCT:5105,OPTION:5105:CORPORACION PROMELAB E I R L,-0.375,historical_saving,5105,CORPORACION PROMELAB E.I.R.L.,MATRAZ ERLENMEYER DE VIDRIO 250ML,7.0,7.375,0.375,0.050847,6.0,1250.0,8.0,2025-11-04
OPTION:5105:CORPORACION PROMELAB E I R L,SINK:5105,0.0,finish_product,5105,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5106,0.0,start_product,5106,,,,,,,,,,
PRODUCT:5106,OPTION:5106:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5106,CORPORACION PROMELAB E.I.R.L.,MATRAZ ERLENMEYER DE VIDRIO 500ML,15.0,15.0,0.0,0.0,1.0,1250.0,2.0,2025-07-31
OPTION:5106:CORPORACION PROMELAB E I R L,SINK:5106,0.0,finish_product,5106,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5107,0.0,start_product,5107,,,,,,,,,,
PRODUCT:5107,OPTION:5107:CORPORACION PROMELAB E I R L,-0.2,historical_saving,5107,CORPORACION PROMELAB E.I.R.L.,LAMINA PORTAOBJETO 7101 (PAQ. 50UND),2.5,2.7,0.2,0.074074,26.0,1250.0,10.0,2026-04-16
OPTION:5107:CORPORACION PROMELAB E I R L,SINK:5107,0.0,finish_product,5107,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5108,0.0,start_product,5108,,,,,,,,,,
PRODUCT:5108,OPTION:5108:CORPORACION PROMELAB E I R L,-3.055,historical_saving,5108,CORPORACION PROMELAB E.I.R.L.,EMBUDO DE VIDRIO DE BOROSILICATO DE 100MM,6.0,9.055,3.055,0.337383,12.0,1250.0,4.0,2025-11-04
OPTION:5108:CORPORACION PROMELAB E I R L,SINK:5108,0.0,finish_product,5108,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
PRODUCT:5108,OPTION:5108:IMPORTADORA ANDINA E I R L,1.805,at_or_above_reference,5108,IMPORTADORA ANDINA E.I.R.L,EMBUDO DE VIDRIO DE BOROSILICATO DE 100MM,10.86,9.055,-1.805,-0.199337,6.0,66.0,1.0,2025-09-17
OPTION:5108:IMPORTADORA ANDINA E I R L,SINK:5108,0.0,finish_product,5108,IMPORTADORA ANDINA E.I.R.L,,,,,,,,,
SOURCE,PRODUCT:5109,0.0,start_product,5109,,,,,,,,,,
PRODUCT:5109,OPTION:5109:CORPORACION PROMELAB E I R L,-0.8125,historical_saving,5109,CORPORACION PROMELAB E.I.R.L.,PINZA DE MADERA PARA TUBO DE ENSAYO,2.0,2.8125,0.8125,0.288889,5.0,1250.0,4.0,2025-05-30
OPTION:5109:CORPORACION PROMELAB E I R L,SINK:5109,0.0,finish_product,5109,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
PRODUCT:5109,OPTION:5109:RIVERA BAILON CIRO FELIX,0.6875,at_or_above_reference,5109,RIVERA BAILON CIRO FELIX,PINZA DE MADERA PARA TUBO DE ENSAYO,3.5,2.8125,-0.6875,-0.244444,10.0,62.0,1.0,2025-09-08
OPTION:5109:RIVERA BAILON CIRO FELIX,SINK:5109,0.0,finish_product,5109,RIVERA BAILON CIRO FELIX,,,,,,,,,
SOURCE,PRODUCT:5110,0.0,start_product,5110,,,,,,,,,,
PRODUCT:5110,OPTION:5110:CORPORACION PROMELAB E I R L,-1.0,historical_saving,5110,CORPORACION PROMELAB E.I.R.L.,PIPETA SEREOLOGICA GRADUADA DE VIDRIO DE 10ML - CITOGLAS,5.0,6.0,1.0,0.166667,10.0,1250.0,6.0,2026-03-27
OPTION:5110:CORPORACION PROMELAB E I R L,SINK:5110,0.0,finish_product,5110,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
