product_id,product_name,product_type,subtype,material,color,capacity_value,capacity_unit,mouth_size_mm,size_text,closure_type,accessory,shape,feature,brand,use_category,material_family,keywords,confidence,attribute_confidence,extraction_method,rules_version,attribute_evidence
5130,LUNA DE RELOJ DE VIDRIO DE LABORATORIO 100MM G-,,,VIDRIO,,,,,,,,,,,general,VIDRIO,"[""LUNA"", ""RELOJ"", ""VIDRIO"", ""LABORATORIO"", ""100MM"", ""G""]",0.77,"{""material"": 0.94, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5131,CEPILLO DE LIMPIEZA PARA TUBO DE ENSAYO  13*100MM,tubo,tubo_de_ensayo,,,,,,,,,,,,general,,"[""CEPILLO"", ""LIMPIEZA"", ""TUBO"", ""ENSAYO"", ""13"", ""100MM""]",0.7833,"{""product_type"": 0.9, ""subtype"": 0.85, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""TUBO,TUBOS"", ""subtype"": ""ENSAYO"", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5132,PLUMON DELGADO INDELEBLE NEGRO,,,,NEGRO,,,,,,,,,,general,,"[""PLUMON"", ""DELGADO"", ""INDELEBLE"", ""NEGRO""]",0.77,"{""color"": 0.94, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": ""NEGRO"", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5133,CRIOVIAL C/TAPA PRESION DE 1.5ML NO ESTERIL (TUBO EPPENDORF BOLSA*500UND),tubo,,,,5.0,ML,,,,tapa,,no_esteril,,empaque_envase,,"[""CRIOVIAL"", ""TAPA"", ""PRESION"", ""1"", ""5ML"", ""NO"", ""ESTERIL"", ""TUBO""]",0.886,"{""product_type"": 0.9, ""accessory"": 0.88, ""feature"": 0.88, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""TUBO,TUBOS"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": ""NO ESTERIL"", ""material"": """", ""color"": """", ""capacity"": ""5ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5134,POTE CREMERO VIDRIO TRANSPARENTE 50GR C/TAPA METALIZADA Y LAINA,cremero,cremero,VIDRIO,TRANSPARENTE,50.0,GR,,,,laina|tapa,,metalizado,,cosmetica,VIDRIO,"[""POTE"", ""CREMERO"", ""VIDRIO"", ""TRANSPARENTE"", ""50GR"", ""TAPA"", ""METALIZADA"", ""LAINA""]",0.92,"{""product_type"": 0.94, ""subtype"": 0.95, ""accessory"": 0.9, ""feature"": 0.85, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.89}",deterministic_rules,2026-06-11,"{""product_type"": ""CREMERO,VASELINERO"", ""subtype"": ""CREMERO"", ""accessory"": ""LAINA|TAPA,TAPON"", ""shape"": """", ""feature"": ""METALIZADA"", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""50GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""RIMEL,LIPSTICK,CREMERO,COSMET,BULLET,AIRLESS"", ""brand"": """"}"
5135,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA,frasco,,VIDRIO,AMBAR,10.0,ML,,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""ROLL"", ""ON"", ""VIDRIO"", ""AMBAR"", ""10ML"", ""TAPON"", ""TAPA""]",0.91,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5136,FRASCO MINI PARA AROMATIZADOR VIDRIO 6ML C/TAPA,frasco,,VIDRIO,,6.0,ML,,,,tapa,,mini,,empaque_envase,VIDRIO,"[""FRASCO"", ""MINI"", ""AROMATIZADOR"", ""VIDRIO"", ""6ML"", ""TAPA""]",0.895,"{""product_type"": 0.93, ""accessory"": 0.88, ""feature"": 0.85, ""material"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": ""MINI"", ""material"": ""VIDRIO"", ""color"": """", ""capacity"": ""6ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5137,TUBO DE ENSAYO C/TAPA ROSCA 13*100 SIMPLE,tubo,rosca,,,,,,,rosca,tapa,,,,general,,"[""TUBO"", ""ENSAYO"", ""TAPA"", ""ROSCA"", ""13"", ""100"", ""SIMPLE""]",0.82,"{""product_type"": 0.9, ""subtype"": 0.9, ""accessory"": 0.88, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""TUBO,TUBOS"", ""subtype"": ""ROSCA"", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5138,TUBO CONICO CON TAPA ROSCA DE 50ML NO ESTERIL,tubo,rosca,,,50.0,ML,,,rosca,tapa,conico,no_esteril,,general,,"[""TUBO"", ""CONICO"", ""TAPA"", ""ROSCA"", ""50ML"", ""NO"", ""ESTERIL""]",0.8557,"{""product_type"": 0.9, ""subtype"": 0.9, ""accessory"": 0.88, ""shape"": 0.88, ""feature"": 0.88, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""TUBO,TUBOS"", ""subtype"": ""ROSCA"", ""accessory"": ""TAPA,TAPON"", ""shape"": ""CONICO,CONICA"", ""feature"": ""NO ESTERIL"", ""material"": """", ""color"": """", ""capacity"": ""50ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5139,PAPEL FILTRO RAPIDO X PLIEGO 50*50,,,PAPEL,,,,,,,,,,,general,PAPEL_CARTON,"[""PAPEL"", ""FILTRO"", ""RAPIDO"", ""PLIEGO"", ""50"", ""50""]",0.77,"{""material"": 0.94, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""PAPEL"", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5140,ASA DE SIEMBRA 1 UL/INOCULADOR AZUL (BOLSA 10 UND),bolsa,,,AZUL,,,,,,asa,,,,empaque_envase,,"[""ASA"", ""SIEMBRA"", ""1"", ""UL"", ""INOCULADOR"", ""AZUL"", ""BOLSA"", ""10""]",0.88,"{""product_type"": 0.91, ""accessory"": 0.85, ""color"": 0.94, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""BOLSA,BOLSAS,ZIPLOC"", ""subtype"": """", ""accessory"": ""ASA"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": ""AZUL"", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5141,LAMINILLA CUBREOBJETO 22*22MM*100UND,,,,,,,,,,,,,,general,,"[""LAMINILLA"", ""CUBREOBJETO"", ""22"", ""22MM"", ""100UND""]",0.6,"{""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5142,FRASCO VIDRIO VERDE 5ML C/TAPA Y TAPON N18,frasco,,VIDRIO,VERDE,5.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""VERDE"", ""5ML"", ""TAPA"", ""TAPON"", ""N18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""VERDE"", ""capacity"": ""5ML"", ""mouth_size"": ""N18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5143,FRASCO VIDRIO VERDE 10ML C/TAPA Y TAPON N18,frasco,,VIDRIO,VERDE,10.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""VERDE"", ""10ML"", ""TAPA"", ""TAPON"", ""N18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""VERDE"", ""capacity"": ""10ML"", ""mouth_size"": ""N18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5144,FRASCO VIDRIO VERDE 15ML C/TAPA Y TAPON N18,frasco,,VIDRIO,VERDE,15.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""VERDE"", ""15ML"", ""TAPA"", ""TAPON"", ""N18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""VERDE"", ""capacity"": ""15ML"", ""mouth_size"": ""N18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5145,FRASCO VIDRIO VERDE 20ML C/TAPA Y TAPON N18,frasco,,VIDRIO,VERDE,20.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""VERDE"", ""20ML"", ""TAPA"", ""TAPON"", ""N18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""VERDE"", ""capacity"": ""20ML"", ""mouth_size"": ""N18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5146,FRASCO VIDRIO VERDE 30ML C/TAPA Y TAPON B18,frasco,,VIDRIO,VERDE,30.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""VERDE"", ""30ML"", ""TAPA"", ""TAPON"", ""B18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""VERDE"", ""capacity"": ""30ML"", ""mouth_size"": ""B18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5147,FRASCO VIDRIO VERDE 50ML C/TAPA Y TAPON B18,frasco,,VIDRIO,VERDE,50.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""VERDE"", ""50ML"", ""TAPA"", ""TAPON"", ""B18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""VERDE"", ""capacity"": ""50ML"", ""mouth_size"": ""B18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5148,FRASCO VIDRIO TRANSPARENTE 5ML C/TAPA Y TAPON B18,frasco,,VIDRIO,TRANSPARENTE,5.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""5ML"", ""TAPA"", ""TAPON"", ""B18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""5ML"", ""mouth_size"": ""B18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5149,FRASCO VIDRIO TRANSPARENTE 10ML C/TAPA Y TAPON N18,frasco,,VIDRIO,TRANSPARENTE,10.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""10ML"", ""TAPA"", ""TAPON"", ""N18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""10ML"", ""mouth_size"": ""N18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5150,FRASCO VIDRIO TRANSPARENTE 15ML C/TAPA Y TAPON N18,frasco,,VIDRIO,TRANSPARENTE,15.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""15ML"", ""TAPA"", ""TAPON"", ""N18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""15ML"", ""mouth_size"": ""N18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5151,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA Y TAPON N18,frasco,,VIDRIO,TRANSPARENTE,20.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""20ML"", ""TAPA"", ""TAPON"", ""N18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""20ML"", ""mouth_size"": ""N18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5152,FRASCO VIDRIO AMBAR 5ML C/TAPA Y TAPON B18,frasco,,VIDRIO,AMBAR,5.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""5ML"", ""TAPA"", ""TAPON"", ""B18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""5ML"", ""mouth_size"": ""B18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5153,FRASCO VIDRIO AMBAR 10ML C/TAPA Y TAPON B18,frasco,,VIDRIO,AMBAR,10.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""10ML"", ""TAPA"", ""TAPON"", ""B18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""10ML"", ""mouth_size"": ""B18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5154,FRASCO VIDRIO AMBAR 15ML C/TAPA Y TAPON B18,frasco,,VIDRIO,AMBAR,15.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""15ML"", ""TAPA"", ""TAPON"", ""B18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""15ML"", ""mouth_size"": ""B18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5155,FRASCO VIDRIO AMBAR 20ML C/TAPA Y TAPON B18,frasco,,VIDRIO,AMBAR,20.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""20ML"", ""TAPA"", ""TAPON"", ""B18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""20ML"", ""mouth_size"": ""B18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5156,FRASCO VIDRIO AMBAR 30ML C/TAPA Y TAPON B18,frasco,,VIDRIO,AMBAR,30.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""30ML"", ""TAPA"", ""TAPON"", ""B18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""30ML"", ""mouth_size"": ""B18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5157,FRASCO VIDRIO AMBAR 50ML C/TAPA Y TAPON B18,frasco,,VIDRIO,AMBAR,50.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""50ML"", ""TAPA"", ""TAPON"", ""B18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""50ML"", ""mouth_size"": ""B18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5158,FRASCO VIDRIO AMBAR 100ML C/TAPA Y TAPON B18,frasco,,VIDRIO,AMBAR,100.0,ML,18.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""100ML"", ""TAPA"", ""TAPON"", ""B18""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""100ML"", ""mouth_size"": ""B18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5159,FRASCO VIDRIO AMBAR 25ML C/TAPA Y TAPON B28,frasco,,VIDRIO,AMBAR,25.0,ML,28.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""25ML"", ""TAPA"", ""TAPON"", ""B28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""25ML"", ""mouth_size"": ""B28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5160,FRASCO VIDRIO AMBAR PASTILLERO 30ML C/TAPA Y TAPON B28,accesorio,,VIDRIO,AMBAR,30.0,ML,28.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""PASTILLERO"", ""30ML"", ""TAPA"", ""TAPON"", ""B28""]",0.9071,"{""product_type"": 0.9, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""PASTILLERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""30ML"", ""mouth_size"": ""B28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5161,FRASCO VIDRIO AMBAR 70ML C/TAPA Y TAPON N28,frasco,,VIDRIO,AMBAR,70.0,ML,28.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""70ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""70ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5162,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28,frasco,,VIDRIO,AMBAR,100.0,ML,28.0,,,tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""100ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""100ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
